signatures,payload,sig_len,mode,rows,dpx,alpha,block_threads,grid_blocks,exit,plant,seed,target,gpu,trial,kernel_s,endtoend_s,energy_j,mean_power_w,power_samples,found,report_sig,report_score,report_pos,mismatches
1000000,1024,32,literal,registers,on,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,2,0.021166,0.021181,,,0,0,,,,0
1000000,1024,32,literal,registers,on,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,3,0.021167,0.021181,,,0,0,,,,0
1000000,1024,32,literal,registers,on,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,4,0.021167,0.021182,,,0,0,,,,0
1000000,1024,32,literal,registers,on,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,5,0.021162,0.021177,,,0,0,,,,0
1000000,1024,32,literal,registers,off,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,1,0.056650,0.056665,,,0,0,,,,0
1000000,1024,32,literal,registers,off,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,2,0.056637,0.056652,,,0,0,,,,0
1000000,1024,32,literal,registers,off,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,3,0.056632,0.056647,,,0,0,,,,0
1000000,1024,32,literal,registers,off,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,4,0.056648,0.056662,,,0,0,,,,0
1000000,1024,32,literal,registers,off,0.8,32,15625,first,-1,1,gpu,NVIDIA H200 NVL,5,0.056639,0.056653,,,0,0,,,,0
10000000,1024,32,literal,registers,on,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,1,0.207244,0.207261,,,0,0,,,,0
10000000,1024,32,literal,registers,on,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,2,0.207237,0.207258,,,0,0,,,,0
10000000,1024,32,literal,registers,on,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,3,0.207244,0.207260,,,0,0,,,,0
10000000,1024,32,literal,registers,on,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,4,0.207244,0.207260,,,0,0,,,,0
10000000,1024,32,literal,registers,on,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,5,0.207239,0.207279,,,0,0,,,,0
10000000,1024,32,literal,registers,off,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,1,0.555245,0.555286,,,0,0,,,,0
10000000,1024,32,literal,registers,off,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,2,0.555442,0.555472,,,0,0,,,,0
10000000,1024,32,literal,registers,off,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,3,0.555435,0.555455,,,0,0,,,,0
10000000,1024,32,literal,registers,off,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,4,0.555244,0.555268,,,0,0,,,,0
10000000,1024,32,literal,registers,off,0.8,32,156250,first,-1,1,gpu,NVIDIA H200 NVL,5,0.555194,0.555214,,,0,0,,,,0
