alphabet,mode,payload,sig_len,signatures,alpha,seed,planted,found,report_sig,report_score,report_pos,mismatches
lower26,literal,1024,32,10000,0.90,1,1,1,1356,29,29,0
lower26,literal,1024,32,10000,0.90,1,0,0,,,,0
lower26,literal,1024,32,10000,0.90,2,1,1,1356,29,29,0
lower26,literal,1024,32,10000,0.90,2,0,0,,,,0
lower26,literal,1024,32,10000,0.90,3,1,1,1356,29,27,0
lower26,literal,1024,32,10000,0.90,3,0,0,,,,0
lower26,literal,1024,32,10000,0.90,4,1,1,1356,29,28,0
lower26,literal,1024,32,10000,0.90,4,0,0,,,,0
lower26,literal,1024,32,10000,0.90,5,1,1,1356,29,29,0
lower26,literal,1024,32,10000,0.90,5,0,0,,,,0
lower26,literal,1024,32,10000,0.95,1,1,1,1356,31,32,0
lower26,literal,1024,32,10000,0.95,1,0,0,,,,0
lower26,literal,1024,32,10000,0.95,2,1,1,1356,31,32,0
lower26,literal,1024,32,10000,0.95,2,0,0,,,,0
lower26,literal,1024,32,10000,0.95,3,1,1,1356,31,29,0
lower26,literal,1024,32,10000,0.95,3,0,0,,,,0
lower26,literal,1024,32,10000,0.95,4,1,1,1356,31,30,0
lower26,literal,1024,32,10000,0.95,4,0,0,,,,0
lower26,literal,1024,32,10000,0.95,5,1,1,1356,31,32,0
lower26,literal,1024,32,10000,0.95,5,0,0,,,,0
lower26,regex,512,16,10000,0.50,1,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.50,1,0,1,9428,48,426,0
lower26,regex,512,16,10000,0.50,2,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.50,2,0,1,2514,52,43,0
lower26,regex,512,16,10000,0.50,3,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.50,3,0,1,8852,49,133,0
lower26,regex,512,16,10000,0.50,4,1,1,1356,67,22,0
lower26,regex,512,16,10000,0.50,4,0,1,4483,53,36,0
lower26,regex,512,16,10000,0.50,5,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.50,5,0,1,1365,50,52,0
lower26,regex,512,16,10000,0.60,1,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.60,1,0,0,,,,0
lower26,regex,512,16,10000,0.60,2,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.60,2,0,0,,,,0
lower26,regex,512,16,10000,0.60,3,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.60,3,0,0,,,,0
lower26,regex,512,16,10000,0.60,4,1,1,1356,67,22,0
lower26,regex,512,16,10000,0.60,4,0,0,,,,0
lower26,regex,512,16,10000,0.60,5,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.60,5,0,0,,,,0
lower26,regex,512,16,10000,0.70,1,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.70,1,0,0,,,,0
lower26,regex,512,16,10000,0.70,2,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.70,2,0,0,,,,0
lower26,regex,512,16,10000,0.70,3,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.70,3,0,0,,,,0
lower26,regex,512,16,10000,0.70,4,1,1,1356,67,22,0
lower26,regex,512,16,10000,0.70,4,0,0,,,,0
lower26,regex,512,16,10000,0.70,5,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.70,5,0,0,,,,0
lower26,regex,512,16,10000,0.80,1,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.80,1,0,0,,,,0
lower26,regex,512,16,10000,0.80,2,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.80,2,0,0,,,,0
lower26,regex,512,16,10000,0.80,3,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.80,3,0,0,,,,0
lower26,regex,512,16,10000,0.80,4,1,1,1356,67,22,0
lower26,regex,512,16,10000,0.80,4,0,0,,,,0
lower26,regex,512,16,10000,0.80,5,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.80,5,0,0,,,,0
lower26,regex,512,16,10000,0.90,1,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.90,1,0,0,,,,0
lower26,regex,512,16,10000,0.90,2,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.90,2,0,0,,,,0
lower26,regex,512,16,10000,0.90,3,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.90,3,0,0,,,,0
lower26,regex,512,16,10000,0.90,4,1,1,1356,67,22,0
lower26,regex,512,16,10000,0.90,4,0,0,,,,0
lower26,regex,512,16,10000,0.90,5,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.90,5,0,0,,,,0
lower26,regex,512,16,10000,0.95,1,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.95,1,0,0,,,,0
lower26,regex,512,16,10000,0.95,2,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.95,2,0,0,,,,0
lower26,regex,512,16,10000,0.95,3,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.95,3,0,0,,,,0
lower26,regex,512,16,10000,0.95,4,1,1,1356,67,22,0
lower26,regex,512,16,10000,0.95,4,0,0,,,,0
lower26,regex,512,16,10000,0.95,5,1,1,1356,66,22,0
lower26,regex,512,16,10000,0.95,5,0,0,,,,0
lower26,regex,1024,32,10000,0.50,1,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.50,1,0,0,,,,0
lower26,regex,1024,32,10000,0.50,2,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.50,2,0,0,,,,0
lower26,regex,1024,32,10000,0.50,3,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.50,3,0,0,,,,0
lower26,regex,1024,32,10000,0.50,4,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.50,4,0,0,,,,0
lower26,regex,1024,32,10000,0.50,5,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.50,5,0,0,,,,0
lower26,regex,1024,32,10000,0.60,1,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.60,1,0,0,,,,0
lower26,regex,1024,32,10000,0.60,2,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.60,2,0,0,,,,0
lower26,regex,1024,32,10000,0.60,3,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.60,3,0,0,,,,0
lower26,regex,1024,32,10000,0.60,4,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.60,4,0,0,,,,0
lower26,regex,1024,32,10000,0.60,5,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.60,5,0,0,,,,0
lower26,regex,1024,32,10000,0.70,1,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.70,1,0,0,,,,0
lower26,regex,1024,32,10000,0.70,2,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.70,2,0,0,,,,0
lower26,regex,1024,32,10000,0.70,3,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.70,3,0,0,,,,0
lower26,regex,1024,32,10000,0.70,4,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.70,4,0,0,,,,0
lower26,regex,1024,32,10000,0.70,5,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.70,5,0,0,,,,0
lower26,regex,1024,32,10000,0.80,1,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.80,1,0,0,,,,0
lower26,regex,1024,32,10000,0.80,2,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.80,2,0,0,,,,0
lower26,regex,1024,32,10000,0.80,3,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.80,3,0,0,,,,0
lower26,regex,1024,32,10000,0.80,4,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.80,4,0,0,,,,0
lower26,regex,1024,32,10000,0.80,5,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.80,5,0,0,,,,0
lower26,regex,1024,32,10000,0.90,1,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.90,1,0,0,,,,0
lower26,regex,1024,32,10000,0.90,2,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.90,2,0,0,,,,0
lower26,regex,1024,32,10000,0.90,3,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.90,3,0,0,,,,0
lower26,regex,1024,32,10000,0.90,4,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.90,4,0,0,,,,0
lower26,regex,1024,32,10000,0.90,5,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.90,5,0,0,,,,0
lower26,regex,1024,32,10000,0.95,1,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.95,1,0,0,,,,0
lower26,regex,1024,32,10000,0.95,2,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.95,2,0,0,,,,0
lower26,regex,1024,32,10000,0.95,3,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.95,3,0,0,,,,0
lower26,regex,1024,32,10000,0.95,4,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.95,4,0,0,,,,0
lower26,regex,1024,32,10000,0.95,5,1,1,1356,145,48,0
lower26,regex,1024,32,10000,0.95,5,0,0,,,,0
ascii95,literal,512,16,10000,0.50,1,1,1,1356,9,9,0
ascii95,literal,512,16,10000,0.50,1,0,0,,,,0
ascii95,literal,512,16,10000,0.50,2,1,1,1356,9,9,0
ascii95,literal,512,16,10000,0.50,2,0,0,,,,0
ascii95,literal,512,16,10000,0.50,3,1,1,1356,9,7,0
ascii95,literal,512,16,10000,0.50,3,0,0,,,,0
ascii95,literal,512,16,10000,0.50,4,1,1,1356,9,9,0
ascii95,literal,512,16,10000,0.50,4,0,0,,,,0
ascii95,literal,512,16,10000,0.50,5,1,1,1356,9,9,0
ascii95,literal,512,16,10000,0.50,5,0,0,,,,0
ascii95,literal,512,16,10000,0.60,1,1,1,1356,10,10,0
ascii95,literal,512,16,10000,0.60,1,0,0,,,,0
ascii95,literal,512,16,10000,0.60,2,1,1,1356,10,10,0
ascii95,literal,512,16,10000,0.60,2,0,0,,,,0
ascii95,literal,512,16,10000,0.60,3,1,1,1356,10,8,0
ascii95,literal,512,16,10000,0.60,3,0,0,,,,0
ascii95,literal,512,16,10000,0.60,4,1,1,1356,10,10,0
ascii95,literal,512,16,10000,0.60,4,0,0,,,,0
ascii95,literal,512,16,10000,0.60,5,1,1,1356,10,10,0
ascii95,literal,512,16,10000,0.60,5,0,0,,,,0
ascii95,literal,512,16,10000,0.70,1,1,1,1356,12,12,0
ascii95,literal,512,16,10000,0.70,1,0,0,,,,0
ascii95,literal,512,16,10000,0.70,2,1,1,1356,12,12,0
ascii95,literal,512,16,10000,0.70,2,0,0,,,,0
ascii95,literal,512,16,10000,0.70,3,1,1,1356,12,10,0
ascii95,literal,512,16,10000,0.70,3,0,0,,,,0
ascii95,literal,512,16,10000,0.70,4,1,1,1356,12,12,0
ascii95,literal,512,16,10000,0.70,4,0,0,,,,0
ascii95,literal,512,16,10000,0.70,5,1,1,1356,12,12,0
ascii95,literal,512,16,10000,0.70,5,0,0,,,,0
ascii95,literal,512,16,10000,0.80,1,1,1,1356,13,13,0
ascii95,literal,512,16,10000,0.80,1,0,0,,,,0
ascii95,literal,512,16,10000,0.80,2,1,1,1356,13,13,0
ascii95,literal,512,16,10000,0.80,2,0,0,,,,0
ascii95,literal,512,16,10000,0.80,3,1,1,1356,13,11,0
ascii95,literal,512,16,10000,0.80,3,0,0,,,,0
ascii95,literal,512,16,10000,0.80,4,1,1,1356,13,13,0
ascii95,literal,512,16,10000,0.80,4,0,0,,,,0
ascii95,literal,512,16,10000,0.80,5,1,1,1356,13,13,0
ascii95,literal,512,16,10000,0.80,5,0,0,,,,0
ascii95,literal,512,16,10000,0.90,1,1,1,1356,15,16,0
ascii95,literal,512,16,10000,0.90,1,0,0,,,,0
ascii95,literal,512,16,10000,0.90,2,1,1,1356,15,16,0
ascii95,literal,512,16,10000,0.90,2,0,0,,,,0
ascii95,literal,512,16,10000,0.90,3,1,1,1356,15,13,0
ascii95,literal,512,16,10000,0.90,3,0,0,,,,0
ascii95,literal,512,16,10000,0.90,4,1,1,1356,15,16,0
ascii95,literal,512,16,10000,0.90,4,0,0,,,,0
ascii95,literal,512,16,10000,0.90,5,1,1,1356,15,16,0
ascii95,literal,512,16,10000,0.90,5,0,0,,,,0
ascii95,literal,512,16,10000,0.95,1,1,1,1356,16,17,0
ascii95,literal,512,16,10000,0.95,1,0,0,,,,0
ascii95,literal,512,16,10000,0.95,2,1,0,,,,0
ascii95,literal,512,16,10000,0.95,2,0,0,,,,0
ascii95,literal,512,16,10000,0.95,3,1,1,1356,16,14,0
ascii95,literal,512,16,10000,0.95,3,0,0,,,,0
ascii95,literal,512,16,10000,0.95,4,1,0,,,,0
ascii95,literal,512,16,10000,0.95,4,0,0,,,,0
ascii95,literal,512,16,10000,0.95,5,1,0,,,,0
ascii95,literal,512,16,10000,0.95,5,0,0,,,,0
ascii95,literal,1024,32,10000,0.50,1,1,1,1356,17,17,0
ascii95,literal,1024,32,10000,0.50,1,0,0,,,,0
ascii95,literal,1024,32,10000,0.50,2,1,1,1356,17,17,0
ascii95,literal,1024,32,10000,0.50,2,0,0,,,,0
ascii95,literal,1024,32,10000,0.50,3,1,1,1356,17,17,0
ascii95,literal,1024,32,10000,0.50,3,0,0,,,,0
ascii95,literal,1024,32,10000,0.50,4,1,1,1356,17,17,0
ascii95,literal,1024,32,10000,0.50,4,0,0,,,,0
ascii95,literal,1024,32,10000,0.50,5,1,1,1356,17,17,0
ascii95,literal,1024,32,10000,0.50,5,0,0,,,,0
ascii95,literal,1024,32,10000,0.60,1,1,1,1356,20,20,0
ascii95,literal,1024,32,10000,0.60,1,0,0,,,,0
ascii95,literal,1024,32,10000,0.60,2,1,1,1356,20,20,0
ascii95,literal,1024,32,10000,0.60,2,0,0,,,,0
ascii95,literal,1024,32,10000,0.60,3,1,1,1356,20,20,0
ascii95,literal,1024,32,10000,0.60,3,0,0,,,,0
ascii95,literal,1024,32,10000,0.60,4,1,1,1356,20,20,0
ascii95,literal,1024,32,10000,0.60,4,0,0,,,,0
ascii95,literal,1024,32,10000,0.60,5,1,1,1356,20,20,0
ascii95,literal,1024,32,10000,0.60,5,0,0,,,,0
ascii95,literal,1024,32,10000,0.70,1,1,1,1356,23,23,0
ascii95,literal,1024,32,10000,0.70,1,0,0,,,,0
ascii95,literal,1024,32,10000,0.70,2,1,1,1356,23,23,0
ascii95,literal,1024,32,10000,0.70,2,0,0,,,,0
ascii95,literal,1024,32,10000,0.70,3,1,1,1356,23,23,0
ascii95,literal,1024,32,10000,0.70,3,0,0,,,,0
ascii95,literal,1024,32,10000,0.70,4,1,1,1356,23,23,0
ascii95,literal,1024,32,10000,0.70,4,0,0,,,,0
ascii95,literal,1024,32,10000,0.70,5,1,1,1356,23,23,0
ascii95,literal,1024,32,10000,0.70,5,0,0,,,,0
ascii95,literal,1024,32,10000,0.80,1,1,1,1356,26,26,0
ascii95,literal,1024,32,10000,0.80,1,0,0,,,,0
ascii95,literal,1024,32,10000,0.80,2,1,1,1356,26,26,0
ascii95,literal,1024,32,10000,0.80,2,0,0,,,,0
ascii95,literal,1024,32,10000,0.80,3,1,1,1356,26,26,0
ascii95,literal,1024,32,10000,0.80,3,0,0,,,,0
ascii95,literal,1024,32,10000,0.80,4,1,1,1356,26,26,0
ascii95,literal,1024,32,10000,0.80,4,0,0,,,,0
ascii95,literal,1024,32,10000,0.80,5,1,1,1356,26,26,0
ascii95,literal,1024,32,10000,0.80,5,0,0,,,,0
ascii95,literal,1024,32,10000,0.90,1,1,1,1356,29,29,0
ascii95,literal,1024,32,10000,0.90,1,0,0,,,,0
ascii95,literal,1024,32,10000,0.90,2,1,1,1356,29,29,0
ascii95,literal,1024,32,10000,0.90,2,0,0,,,,0
ascii95,literal,1024,32,10000,0.90,3,1,1,1356,29,29,0
ascii95,literal,1024,32,10000,0.90,3,0,0,,,,0
ascii95,literal,1024,32,10000,0.90,4,1,1,1356,29,29,0
ascii95,literal,1024,32,10000,0.90,4,0,0,,,,0
ascii95,literal,1024,32,10000,0.90,5,1,1,1356,29,29,0
ascii95,literal,1024,32,10000,0.90,5,0,0,,,,0
ascii95,literal,1024,32,10000,0.95,1,1,1,1356,31,32,0
ascii95,literal,1024,32,10000,0.95,1,0,0,,,,0
ascii95,literal,1024,32,10000,0.95,2,1,1,1356,31,32,0
ascii95,literal,1024,32,10000,0.95,2,0,0,,,,0
ascii95,literal,1024,32,10000,0.95,3,1,1,1356,31,32,0
ascii95,literal,1024,32,10000,0.95,3,0,0,,,,0
ascii95,literal,1024,32,10000,0.95,4,1,1,1356,31,32,0
ascii95,literal,1024,32,10000,0.95,4,0,0,,,,0
ascii95,literal,1024,32,10000,0.95,5,1,1,1356,31,32,0
ascii95,literal,1024,32,10000,0.95,5,0,0,,,,0
ascii95,regex,512,16,10000,0.50,1,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.50,1,0,0,,,,0
ascii95,regex,512,16,10000,0.50,2,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.50,2,0,0,,,,0
ascii95,regex,512,16,10000,0.50,3,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.50,3,0,0,,,,0
ascii95,regex,512,16,10000,0.50,4,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.50,4,0,0,,,,0
ascii95,regex,512,16,10000,0.50,5,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.50,5,0,0,,,,0
ascii95,regex,512,16,10000,0.60,1,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.60,1,0,0,,,,0
ascii95,regex,512,16,10000,0.60,2,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.60,2,0,0,,,,0
ascii95,regex,512,16,10000,0.60,3,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.60,3,0,0,,,,0
ascii95,regex,512,16,10000,0.60,4,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.60,4,0,0,,,,0
ascii95,regex,512,16,10000,0.60,5,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.60,5,0,0,,,,0
ascii95,regex,512,16,10000,0.70,1,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.70,1,0,0,,,,0
ascii95,regex,512,16,10000,0.70,2,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.70,2,0,0,,,,0
ascii95,regex,512,16,10000,0.70,3,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.70,3,0,0,,,,0
ascii95,regex,512,16,10000,0.70,4,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.70,4,0,0,,,,0
ascii95,regex,512,16,10000,0.70,5,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.70,5,0,0,,,,0
ascii95,regex,512,16,10000,0.80,1,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.80,1,0,0,,,,0
ascii95,regex,512,16,10000,0.80,2,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.80,2,0,0,,,,0
ascii95,regex,512,16,10000,0.80,3,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.80,3,0,0,,,,0
ascii95,regex,512,16,10000,0.80,4,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.80,4,0,0,,,,0
ascii95,regex,512,16,10000,0.80,5,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.80,5,0,0,,,,0
ascii95,regex,512,16,10000,0.90,1,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.90,1,0,0,,,,0
ascii95,regex,512,16,10000,0.90,2,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.90,2,0,0,,,,0
ascii95,regex,512,16,10000,0.90,3,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.90,3,0,0,,,,0
ascii95,regex,512,16,10000,0.90,4,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.90,4,0,0,,,,0
ascii95,regex,512,16,10000,0.90,5,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.90,5,0,0,,,,0
ascii95,regex,512,16,10000,0.95,1,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.95,1,0,0,,,,0
ascii95,regex,512,16,10000,0.95,2,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.95,2,0,0,,,,0
ascii95,regex,512,16,10000,0.95,3,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.95,3,0,0,,,,0
ascii95,regex,512,16,10000,0.95,4,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.95,4,0,0,,,,0
ascii95,regex,512,16,10000,0.95,5,1,1,1356,66,22,0
ascii95,regex,512,16,10000,0.95,5,0,0,,,,0
ascii95,regex,1024,32,10000,0.50,1,1,1,1356,145,48,0
ascii95,regex,1024,32,10000,0.50,1,0,0,,,,0
ascii95,regex,1024,32,10000,0.50,2,1,1,1356,145,48,0
ascii95,regex,1024,32,10000,0.50,2,0,0,,,,0
ascii95,regex,1024,32,10000,0.50,3,1,1,1356,145,48,0
ascii95,regex,1024,32,10000,0.50,3,0,0,,,,0
ascii95,regex,1024,32,10000,0.50,4,1,1,1356,145,48,0
ascii95,regex,1024,32,10000,0.50,4,0,0,,,,0
ascii95,regex,1024,32,10000,0.50,5,1,1,1356,145,48,0
ascii95,regex,1024,32,10000,0.50,5,0,0,,,,0
ascii95,regex,1024,32,10000,0.60,1,1,1,1356,145,48,0
ascii95,regex,1024,32,10000,0.60,1,0,0,,,,0
ascii95,regex,1024,32,10000,0.60,2,1,1,1356,145,48,0
ascii95,regex,1024,32,10000,0.60,2,0,0,,,,0
ascii95,regex,1024,32,10000,0.60,3,1,1,1356,145,48,0
