nodes,target,gpu,layout,dpx,store,sync,block_threads,grid_blocks,trial,kernel_s,endtoend_s,energy_j,mean_power_w,power_samples,mismatches
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,256,1056,4,23.668449,23.784484,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,256,1056,5,23.668588,23.784770,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,256,1056,1,23.584066,23.700059,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,256,1056,2,23.584373,23.700052,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,256,1056,3,23.584430,23.700146,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,256,1056,4,23.584016,23.699364,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,256,1056,5,23.584145,23.699694,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,1,0.008324,0.008574,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,2,0.008320,0.008571,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,3,0.008311,0.008560,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,4,0.008302,0.008548,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,5,0.008303,0.008551,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,1,0.008324,0.008576,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,2,0.008316,0.008571,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,3,0.008329,0.008580,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,4,0.008340,0.008594,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,5,0.008332,0.008581,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,1,0.023725,0.024565,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,2,0.023749,0.024575,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,3,0.023814,0.024644,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,4,0.023847,0.024673,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,5,0.023846,0.024682,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,1,0.023462,0.024305,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,2,0.023472,0.024315,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,3,0.023488,0.024328,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,4,0.023487,0.024319,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,5,0.023490,0.024315,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,1,0.051758,0.053706,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,2,0.051881,0.053830,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,3,0.051860,0.053797,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,4,0.051870,0.053803,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,5,0.051950,0.053908,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,1,0.050828,0.052730,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,2,0.051028,0.052966,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,3,0.050907,0.052847,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,4,0.050749,0.052680,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,5,0.050878,0.052811,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,1,0.472342,0.479848,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,2,0.472421,0.479961,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,3,0.472711,0.480454,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,4,0.472374,0.479908,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,5,0.472441,0.479981,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,1,0.467052,0.474630,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,2,0.467067,0.474637,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,3,0.467521,0.475354,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,4,0.466935,0.474542,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,5,0.467013,0.474609,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,1,3.128282,3.158068,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,2,3.128367,3.158142,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,3,3.128521,3.158259,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,4,3.128474,3.158200,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,5,3.128495,3.158174,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,1,3.110444,3.140351,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,2,3.110234,3.140169,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,3,3.110546,3.140467,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,4,3.110253,3.140122,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,5,3.110316,3.139876,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,1,23.670383,23.786371,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,2,23.670350,23.786424,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,3,23.670318,23.786110,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,4,23.670035,23.785447,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,512,528,5,23.670432,23.785991,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,1,23.590994,23.708989,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,2,23.590678,23.708465,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,3,23.590998,23.708550,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,4,23.590578,23.708227,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,512,528,5,23.590812,23.708379,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,1,0.008776,0.009028,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,2,0.008778,0.009032,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,3,0.008768,0.009019,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,4,0.008778,0.009032,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,5,0.008779,0.009031,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,1,0.008733,0.008983,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,2,0.008723,0.008970,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,3,0.008712,0.008966,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,4,0.008734,0.008982,,,0,0
1000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,5,0.008717,0.008967,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,1,0.025385,0.026212,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,2,0.025427,0.026251,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,3,0.025393,0.026216,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,4,0.025443,0.026266,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,5,0.025429,0.026250,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,1,0.025232,0.026053,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,2,0.025240,0.026067,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,3,0.025238,0.026062,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,4,0.025234,0.026063,,,0,0
2000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,5,0.025207,0.026030,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,1,0.054862,0.056825,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,2,0.055040,0.056997,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,3,0.055053,0.057002,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,4,0.054797,0.056751,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,5,0.054794,0.056746,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,1,0.054107,0.055975,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,2,0.054313,0.056192,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,3,0.054127,0.056009,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,4,0.053962,0.055843,,,0,0
3000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,5,0.054302,0.056179,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,1,0.460972,0.468785,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,2,0.462379,0.470160,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,3,0.461035,0.468935,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,4,0.460849,0.468648,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,5,0.460998,0.468765,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,1,0.455313,0.462896,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,2,0.455209,0.462734,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,3,0.455584,0.463327,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,4,0.455279,0.462805,,,0,0
6000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,5,0.455211,0.462720,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,1,3.136906,3.166708,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,2,3.136073,3.165863,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,3,3.136097,3.165945,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,4,3.136290,3.165911,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,5,3.135851,3.165378,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,1,3.119925,3.149470,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,2,3.119417,3.148852,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,3,3.119472,3.148712,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,4,3.119720,3.149025,,,0,0
12000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,5,3.119138,3.148365,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,1,24.121854,24.239742,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,2,24.121930,24.239427,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,3,24.121955,24.239505,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,4,24.121477,24.239050,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,on,changed,per-launch,1024,264,5,24.121865,24.239335,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,1,24.019217,24.135356,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,2,24.018377,24.134352,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,3,24.019135,24.135140,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,4,24.018361,24.134294,,,0,0
24000,gpu,NVIDIA H200 NVL,coalesced,off,changed,per-launch,1024,264,5,24.018805,24.134527,,,0,0
