nodes,target,gpu,layout,dpx,store,sync,block_threads,grid_blocks,trial,kernel_s,endtoend_s,energy_j,mean_power_w,power_samples,mismatches
6000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,1,20.285533,20.314072,,,0,0
6000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,2,20.502281,20.530921,,,0,0
6000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,3,20.218312,20.246822,,,0,0
6000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,4,20.253871,20.282366,,,0,0
6000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,5,20.476367,20.504480,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,1,50.170762,50.285489,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,2,50.485813,50.600705,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,3,50.185566,50.299756,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,4,50.168977,50.283675,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,5,50.482445,50.597283,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,1,49.324602,49.437280,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,2,49.574078,49.686752,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,3,49.361547,49.474063,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,4,49.334578,49.447107,,,0,0
12000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,5,49.596812,49.709620,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,1,325.974188,326.428688,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,2,325.977250,326.432059,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,3,325.959000,326.414187,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,4,326.039688,326.494302,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,on,changed,per-launch,256,864,5,325.978875,326.433799,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,1,251.499328,251.951319,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,2,251.513250,251.965285,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,3,251.640766,252.092538,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,4,252.119891,252.571657,,,0,0
24000,gpu,NVIDIA A100-SXM4-40GB,coalesced,off,changed,per-launch,256,864,5,252.121172,252.573267,,,0,0
